"dates","et_mm8"
"20010101",31.2390006504927
"20010109",22.8863662549502
"20010117",24.3028914099237
"20010125",22.0957501963865
"20010202",16.6178278165355
"20010210",18.9306361155718
"20010218",15.0595701329738
"20010226",14.4671230918162
"20010306",15.3169650139988
"20010314",13.8381603740666
"20010322",13.9601165461982
"20010330",21.6303788344534
"20010407",22.8656743838641
"20010415",23.6738572795142
"20010423",18.7035002035002
"20010501",21.1878745920285
"20010509",15.409140625
"20010517",24.0035899303869
"20010525",26.1341133004926
"20010602",21.2097054162331
"20010610",20.7394035056735
"20010618",13.4959755397589
"20010704",21.5135087537553
"20010712",25.1548810875867
"20010720",24.5974159854678
"20010728",23.4912209964948
"20010805",21.749835634451
"20010813",NA
"20010821",20.2678082191781
"20010829",16.8
"20010906",21.3108787593985
"20010914",19.0565209656925
"20010922",25.2205392035617
"20010930",25.1151078912032
"20011008",28.3580172837771
"20011016",29.7110469092951
"20011024",32.0826576082529
"20011101",32.4840040602847
"20011109",33.6712848818656
"20011117",30.7132544607635
"20011125",28.5619678291704
"20011203",26.2525925087767
"20011211",28.0393445134798
"20011219",24.5514214418116
"20011227",13.6614665244249
"20020101",18.4871462688634
"20020109",17.2929827258297
"20020117",14.9674753452962
"20020125",13.4145456766784
"20020202",12.8614425164404
"20020210",14.3718216848709
"20020218",13.2320273501079
"20020226",12.0953402950985
"20020306",10.3317460720762
"20020314",7.63600124910051
"20020322",9.60045178064709
"20020330",10.1421567236573
"20020407",9.74140598572115
"20020415",12.045968409104
"20020423",9.88130366130465
"20020501",16.7222044426599
"20020509",22.4286479827533
"20020517",16.4728722189227
"20020525",19.4289361539308
"20020602",26.285220943186
"20020610",25.0832938522279
"20020618",29.8567957050014
"20020626",25.2221949807607
"20020704",NA
"20020712",26.5891753550922
"20020720",32.4484297610171
"20020728",25.1421169504071
"20020805",20.8895710681245
"20020813",NA
"20020821",27.8084736613514
"20020829",25.9642190762004
"20020906",25.608
"20020914",22.0582157487483
"20020922",26.28671875
"20020930",33.0916401401094
"20021008",38.5994193023886
"20021016",26.8231291408268
"20021024",28.3856660950721
"20021101",30.8493224052251
"20021109",33.5957221303341
"20021117",37.9367001748252
"20021125",33.1766864575226
